Protein1,Protein2,Score,Experimental System Type
ORC3,ORC5,999,physical
ORC3,ORC4,999,physical
LMO2,LDB1,999,physical
LMO2,GATA1,999,physical
LMO2,TAL1,999,physical
AMHR2,AMH,999,physical
GDF11,ACVR2B,999,physical
CDK4,CDK6,999,physical
CDK4,CCND3,999,physical
CDK4,CCND1,999,physical
CDK4,CDKN1A,999,physical
CDK4,CDKN1B,999,physical
CDK4,CDC37,999,physical
CDK4,CCND2,999,physical
ESPL1,PTTG1,999,physical
CCT7,CCT6A,999,physical
CCT7,TCP1,999,physical
CCT7,CCT2,999,physical
CCT7,CCT3,999,physical
CCT7,CCT5,999,physical
CCT7,CCT8,999,physical
CCT7,CCT4,999,physical
MDM2,TP53,999,physical
MDM2,RPL11,999,physical
MDM2,MDM4,999,physical
DYNC1LI2,DYNC1H1,999,physical
TAF5L,TAF6L,999,physical
TAF5L,TAF10,999,physical
STX6,STX16,999,physical
STX6,VAMP4,999,physical
STX6,VTI1A,999,physical
LAMC1,LAMB1,999,physical
CAB39,STK11,999,physical
CAB39,STRADA,999,physical
COX5B,COX5A,999,physical
COX5B,MT-CO1,999,physical
COX5B,COX7C,999,physical
COX5B,COX4I1,999,physical
COX5B,COX6C,999,physical
COX5B,MT-CO2,999,physical
REV1,REV3L,999,physical
REV1,MAD2L2,999,physical
PLXNC1,SEMA7A,999,physical
HUS1,RAD1,999,physical
HUS1,RAD9A,999,physical
BRIP1,BRCA1,999,physical
KAT7,BRD1,999,physical
NDUFB5,NDUFA13,999,physical
NDUFB5,NDUFAB1,999,physical
NDUFB5,NDUFB10,999,physical
NDUFB5,NDUFB9,999,physical
NDUFB5,NDUFB7,999,physical
NDUFB5,NDUFB11,999,physical
NDUFB5,NDUFA8,999,physical
NDUFB5,NDUFB1,999,physical
NDUFB5,MT-ND5,999,physical
NDUFB5,MT-ND4,999,physical
NDUFB5,NDUFB6,999,physical
TANK,TBK1,999,physical
TANK,IKBKE,999,physical
TANK,TRAF3,999,physical
IL1RN,IL1R1,999,physical
STX17,SNAP29,999,physical
STX17,VAMP7,999,physical
STX17,VAMP8,999,physical
GABBR2,GABBR1,999,physical
PSMB7,PSMB4,999,physical
PSMB7,PSMA6,999,physical
PSMB7,PSMB6,999,physical
PSMB7,PSMB1,999,physical
PSMB7,PSMB5,999,physical
RIPK1,TRAF2,999,physical
RIPK1,RIPK3,999,physical
RIPK1,TRADD,999,physical
RIPK1,CASP8,999,physical
RIPK1,FADD,999,physical
GTF2H4,MNAT1,999,physical
GTF2H4,ERCC3,999,physical
GTF2H4,GTF2E1,999,physical
GTF2H4,GTF2H3,999,physical
GTF2H4,GTF2H1,999,physical
GTF2H4,ERCC2,999,physical
GTF2H4,GTF2H2,999,physical
GTF2H4,GTF2H5,999,physical
POU5F1,SOX2,999,physical
TLR2,TLR6,999,physical
TLR2,TLR1,999,physical
BUD13,SNIP1,999,physical
BUD13,RBMX2,999,physical
KIF23,RACGAP1,999,physical
TUBGCP4,TUBGCP5,999,physical
TUBGCP4,TUBGCP6,999,physical
TUBGCP4,TUBGCP3,999,physical
SLC3A1,SLC7A9,999,physical
EXOC6,EXOC4,999,physical
EXOC6,EXOC5,999,physical
EXOC6,EXOC8,999,physical
EXOC6,EXOC1,999,physical
EXOC6,EXOC2,999,physical
EXOC6,EXOC3,999,physical
EXOC6,EXOC7,999,physical
BARD1,BRCA1,999,physical
WDR12,PES1,999,physical
WDR12,BOP1,999,physical
ITGAV,ITGB3,999,physical
ITGAV,FN1,999,physical
MNAT1,CCNH,999,physical
MNAT1,GTF2H4,999,physical
MNAT1,ERCC2,999,physical
MNAT1,CDK7,999,physical
CCND2,CDK4,999,physical
CCND2,CDK6,999,physical
PSMC1,PSMD2,999,physical
PSMC1,PSMD14,999,physical
CLEC2D,KLRB1,999,physical
LRP6,SOST,999,physical
LRP6,DKK1,999,physical
NUP133,SEH1L,999,physical
NUP133,SEC13,999,physical
NUP133,NUP107,999,physical
NUP133,NUP85,999,physical
NUP133,NUP43,999,physical
NUP133,NUP160,999,physical
NUP133,NUP37,999,physical
NUP133,NUP98,999,physical
VWF,GP1BA,999,physical
VWF,F8,999,physical
PPP2R5A,PPP2R1A,999,physical
TRAF5,TRAF6,999,physical
PSMA6,PSMA3,999,physical
PSMA6,PSMA2,999,physical
PSMA6,PSMA5,999,physical
PSMA6,PSMB6,999,physical
PSMA6,PSMB7,999,physical
PALB2,BRCA2,999,physical
PALB2,BRCA1,999,physical
NDC80,NUF2,999,physical
NDC80,SPC24,999,physical
THOC1,THOC3,999,physical
THOC1,THOC2,999,physical
THOC1,THOC6,999,physical
THOC1,THOC7,999,physical
THOC1,THOC5,999,physical
THOC1,DDX39B,999,physical
SLC7A5,SLC3A2,999,physical
CYBA,NCF2,999,physical
CYBA,CYBB,999,physical
CYBA,NCF1,999,physical
TNFRSF13B,TNFSF13B,999,physical
MPP5,PATJ,999,physical
RTRAF,DDX1,999,physical
RTRAF,FAM98B,999,physical
UTP6,TBL3,999,physical
PSMD11,PSMD6,999,physical
PSMD11,PSMD14,999,physical
PSMD11,PSMD8,999,physical
PSMD11,PSMD3,999,physical
PSMD11,PSMD12,999,physical
PSMD11,PSMD7,999,physical
PSMD11,PSMD13,999,physical
NAA25,NAA20,999,physical
CDH1,KLRG1,999,physical
CDH1,CTNNB1,999,physical
VAC14,FIG4,999,physical
PDGFRB,PDGFB,999,physical
PFDN1,PFDN6,999,physical
PFDN1,VBP1,999,physical
PFDN1,PFDN4,999,physical
PFDN1,PFDN5,999,physical
PFDN1,PFDN2,999,physical
ANAPC5,CDC16,999,physical
ANAPC5,CDC27,999,physical
ANAPC5,ANAPC10,999,physical
ANAPC5,ANAPC15,999,physical
ANAPC5,ANAPC4,999,physical
ANAPC5,CDC23,999,physical
ANAPC5,ANAPC1,999,physical
ANAPC5,ANAPC7,999,physical
GNB5,RGS7,999,physical
AP4E1,AP4S1,999,physical
EIF3J,EIF3B,999,physical
APH1B,PSEN2,999,physical
APH1B,NCSTN,999,physical
APH1B,PSEN1,999,physical
APH1B,PSENEN,999,physical
TIPIN,TIMELESS,999,physical
SNX1,SNX2,999,physical
SNX1,VPS35,999,physical
SNX1,SNX6,999,physical
SNX1,VPS26A,999,physical
SNX1,VPS29,999,physical
SNX1,SNX5,999,physical
RAB11A,RAB3IP,999,physical
RAB11A,RAB11FIP3,999,physical
RAB11A,MYO5B,999,physical
RAB11A,RAB11FIP2,999,physical
CCNT1,AFF4,999,physical
CCNT1,CDK9,999,physical
SEMA7A,PLXNC1,999,physical
FLT4,VEGFC,999,physical
TUBGCP3,TUBGCP4,999,physical
TUBGCP3,TUBGCP6,999,physical
TUBGCP3,TUBGCP2,999,physical
MARS1,IARS1,999,physical
MARS1,EEF1E1,999,physical
MARS1,EPRS1,999,physical
ATP5F1B,ATP5F1C,999,physical
ATP5F1B,ATP5F1A,999,physical
PIK3C3,BECN2,999,physical
PIK3C3,UVRAG,999,physical
PIK3C3,NRBF2,999,physical
PIK3C3,PIK3R4,999,physical
PIK3C3,RAB5A,999,physical
PIK3C3,BECN1,999,physical
MCM4,MCM5,999,physical
MCM4,MCM6,999,physical
MCM4,MCM3,999,physical
MCM4,MCM7,999,physical
MCM4,MCM2,999,physical
WDR59,MIOS,999,physical
WDR59,SEC13,999,physical
WDR59,SEH1L,999,physical
WDR59,WDR24,999,physical
SMAD7,SMURF2,999,physical
SMAD7,SMURF1,999,physical
SMAD2,SMAD3,999,physical
SMAD2,ZFYVE9,999,physical
SMAD2,SMAD4,999,physical
SMARCD3,SMARCA4,999,physical
KMT2C,ASH2L,999,physical
KMT2C,WDR5,999,physical
KMT2C,RBBP5,999,physical
PSMB1,PSMA3,999,physical
PSMB1,PSMB4,999,physical
PSMB1,PSMB3,999,physical
PSMB1,PSMB7,999,physical
PSMB1,PSMA1,999,physical
PSMB1,PSMB5,999,physical
PSMB1,PSMA5,999,physical
RCOR1,PHF21A,999,physical
RCOR1,KDM1A,999,physical
PIH1D1,RUVBL2,999,physical
PIH1D1,RPAP3,999,physical
PIH1D1,RUVBL1,999,physical
PKD1,PKD2,999,physical
RAB11FIP3,RAB11A,999,physical
ELOB,ELOC,999,physical
ELOB,VHL,999,physical
ELOB,RBX1,999,physical
ELOB,RNF7,999,physical
ELOB,CUL2,999,physical
ELOB,CUL5,999,physical
CHTF18,DSCC1,999,physical
CHTF18,RFC2,999,physical
CHTF18,CHTF8,999,physical
TELO2,TTI1,999,physical
AXIN1,DVL2,999,physical
AXIN1,GSK3A,999,physical
AXIN1,GSK3B,999,physical
AXIN1,DVL1,999,physical
AXIN1,CTNNB1,999,physical
AXIN1,APC,999,physical
CREBBP,NCOA3,999,physical
CREBBP,CREB1,999,physical
CREBBP,NCOA1,999,physical
CREBBP,HIF1A,999,physical
CREBBP,TP53,999,physical
ITGA2B,ITGB3,999,physical
SMURF2,SMAD7,999,physical
GINS1,GINS3,999,physical
GINS1,GINS4,999,physical
GINS1,GINS2,999,physical
SETD1A,WDR5,999,physical
SETD1A,CXXC1,999,physical
SETD1A,ASH2L,999,physical
SETD1A,RBBP5,999,physical
SETD1A,WDR82,999,physical
SPTLC1,SPTLC2,999,physical
SLC9A3R1,MSN,999,physical
SLC9A3R1,RDX,999,physical
SLC9A3R1,CFTR,999,physical
TYROBP,SYK,999,physical
VAMP7,SNAP23,999,physical
VAMP7,STX17,999,physical
VAMP7,SNAP29,999,physical
CCNE1,CDK2,999,physical
CDKN2C,CDK6,999,physical
ACIN1,RNPS1,999,physical
PIK3R3,PIK3CB,999,physical
PIK3R3,PIK3CD,999,physical
PIK3R3,PIK3CA,999,physical
TIMP2,MMP14,999,physical
TIMP2,MMP2,999,physical
ELL,MLLT1,999,physical
ELL,MLLT3,999,physical
ELL,AFF4,999,physical
MAU2,NIPBL,999,physical
RRAGB,RRAGC,999,physical
RRAGB,RRAGD,999,physical
XRCC1,LIG3,999,physical
ARPC1A,ARPC3,999,physical
MAP2K2,MAPK1,999,physical
YJU2,CWC25,999,physical
MSH4,MSH5,999,physical
UFD1,NPLOC4,999,physical
UFD1,VCP,999,physical
MED15,MED23,999,physical
MED15,MED27,999,physical
DGCR8,DROSHA,999,physical
ACTR3,ARPC1B,999,physical
ACTR3,ARPC2,999,physical
ACTR3,ACTR2,999,physical
ACTR3,ARPC3,999,physical
EP300,CITED2,999,physical
EP300,HIF1A,999,physical
EP300,TP53,999,physical
GRIN2D,GRIN1,999,physical
IL1B,IL1R2,999,physical
IL1B,IL1RAP,999,physical
IL1B,IL1R1,999,physical
IL27RA,IL6ST,999,physical
NOTCH3,JAG1,999,physical
BIRC3,TRAF1,999,physical
BIRC3,TRAF2,999,physical
VPS26A,SNX2,999,physical
VPS26A,VPS35,999,physical
VPS26A,SNX1,999,physical
VPS26A,VPS29,999,physical
CD81,CD19,999,physical
POLD3,POLD2,999,physical
SELP,SELPLG,999,physical
EPAS1,ARNT,999,physical
KAT2B,TAF9,999,physical
KAT2B,SGF29,999,physical
KAT2B,TRRAP,999,physical
KAT2B,TADA3,999,physical
NDUFS3,NDUFA5,999,physical
NDUFS3,NDUFV1,999,physical
NDUFS3,NDUFB8,999,physical
NDUFS3,NDUFA6,999,physical
NDUFS3,MT-ND2,999,physical
NDUFS3,MT-ND4,999,physical
NDUFS3,MT-ND3,999,physical
NDUFS3,NDUFS4,999,physical
NDUFS3,NDUFV2,999,physical
NDUFS3,NDUFS8,999,physical
NDUFS3,MT-ND1,999,physical
NDUFS3,NDUFB3,999,physical
NDUFS3,NDUFS7,999,physical
NDUFS3,NDUFS6,999,physical
NDUFS3,MT-ND5,999,physical
NDUFS3,NDUFB6,999,physical
NDUFS3,NDUFA9,999,physical
NDUFS3,NDUFA8,999,physical
NDUFS3,NDUFA7,999,physical
NDUFS3,NDUFS1,999,physical
NDUFS3,NDUFS2,999,physical
NDUFS3,NDUFB9,999,physical
NDUFS3,NDUFA13,999,physical
OSBP,VAPA,999,physical
IL7,IL7R,999,physical
CHMP3,CHMP2A,999,physical
POLR1A,POLR1B,999,physical
VAMP8,SNAP29,999,physical
VAMP8,STX4,999,physical
VAMP8,STX17,999,physical
VAMP8,SNAP23,999,physical
STAM2,HGS,999,physical
KDR,VEGFC,999,physical
TNFRSF8,TNFSF8,999,physical
PIK3CA,PIK3R2,999,physical
PIK3CA,PIK3R1,999,physical
PIK3CA,PIK3R3,999,physical
TAF12,TAF4,999,physical
TAF12,TAF6,999,physical
TAF12,TAF5,999,physical
TAF12,TAF10,999,physical
TAF12,TAF9,999,physical
TAF12,SUPT3H,999,physical
GATB,QRSL1,999,physical
IFT46,IFT52,999,physical
IFT46,IFT88,999,physical
NECTIN1,AFDN,999,physical
ARCN1,COPA,999,physical
ARCN1,COPB1,999,physical
ARCN1,COPZ1,999,physical
ARCN1,COPB2,999,physical
CBL,EGFR,999,physical
CBL,GRB2,999,physical
CBL,SPRY2,999,physical
ATF2,JUN,999,physical
MCM6,MCM7,999,physical
MCM6,MCM3,999,physical
MCM6,CDT1,999,physical
MCM6,MCM2,999,physical
MCM6,MCM4,999,physical
MCM6,MCM5,999,physical
CCNT2,CDK9,999,physical
NMU,NMUR2,999,physical
NMU,NMUR1,999,physical
CD80,CD28,999,physical
CD80,CD274,999,physical
CD80,CTLA4,999,physical
IL18RAP,IL18R1,999,physical
IL18RAP,IL18,999,physical
NOP58,RRP9,999,physical
NOP58,NOP56,999,physical
NOP58,SNU13,999,physical
NOP58,FBL,999,physical
PIKFYVE,FIG4,999,physical
CUL3,KEAP1,999,physical
CUL3,KLHL20,999,physical
CUL3,SPOP,999,physical
CUL3,RBX1,999,physical
CUL3,KLHL3,999,physical
FNIP2,FLCN,999,physical
FGF2,FGFR2,999,physical
BBS7,BBS1,999,physical
BBS7,BBS2,999,physical
BBS7,BBS4,999,physical
BBS7,BBS9,999,physical
BBS7,BBS5,999,physical
RBBP5,KMT2A,999,physical
RBBP5,ASH2L,999,physical
RBBP5,WDR82,999,physical
RBBP5,WDR5,999,physical
RBBP5,DPY30,999,physical
RBBP5,SETD1A,999,physical
RBBP5,KMT2C,999,physical
RBBP5,CXXC1,999,physical
IFT57,IFT80,999,physical
IFT57,IFT52,999,physical
IFT57,IFT88,999,physical
IFT57,TRAF3IP1,999,physical
IL11,IL11RA,999,physical
PSMD3,PSMD12,999,physical
PSMD3,PSMD8,999,physical
PSMD3,PSMD11,999,physical
PSMD3,PSMD6,999,physical
PSMD3,PSMD14,999,physical
PSMD3,PSMD13,999,physical
PSMD3,PSMD4,999,physical
PSMD3,PSMD1,999,physical
PSMD3,PSMD7,999,physical
CASC3,EIF4A3,999,physical
CASC3,MAGOHB,999,physical
CASC3,MAGOH,999,physical
CASC3,RBM8A,999,physical
STAT3,STAT1,999,physical
FGF10,FGFR2,999,physical
DNMT3A,DNMT3L,999,physical
FOSL2,JUN,999,physical
FOSL2,JUND,999,physical
FOSL2,JUNB,999,physical
ICAM1,ITGAL,999,physical
PPARGC1A,ESRRA,999,physical
PPARGC1A,PPARG,999,physical
PPARGC1A,PPARA,999,physical
NUP54,NUP62,999,physical
NUP54,NUP58,999,physical
RAD18,UBE2B,999,physical
SDHA,SDHC,999,physical
SDHA,SDHAF2,999,physical
SDHA,SDHB,999,physical
SDHA,SDHD,999,physical
ZAP70,CD247,999,physical
MCM2,MCM6,999,physical
MCM2,MCM5,999,physical
MCM2,MCM4,999,physical
MCM2,MCM7,999,physical
NPR3,NPPA,999,physical
MSH3,MSH6,999,physical
MSH3,MSH2,999,physical
THOC3,THOC7,999,physical
THOC3,THOC6,999,physical
THOC3,THOC2,999,physical
THOC3,DDX39B,999,physical
THOC3,THOC1,999,physical
THOC3,THOC5,999,physical
LEF1,CTNNB1,999,physical
EGF,EGFR,999,physical
UBE2B,RAD18,999,physical
AFF4,ELL2,999,physical
AFF4,CDK9,999,physical
AFF4,CCNT1,999,physical
AFF4,MLLT1,999,physical
AFF4,ELL,999,physical
MED20,MED17,999,physical
MED20,MED11,999,physical
MED20,MED18,999,physical
MED20,MED6,999,physical
MED20,MED8,999,physical
XPO5,RAN,999,physical
NRP1,PLXNA1,999,physical
NRP1,PLXNA2,999,physical
NBN,MRE11,999,physical
NBN,RAD50,999,physical
POLA2,PRIM1,999,physical
POLA2,POLA1,999,physical
POLA2,PRIM2,999,physical
EXOSC7,EXOSC6,999,physical
EXOSC7,EXOSC1,999,physical
EXOSC7,EXOSC9,999,physical
EXOSC7,EXOSC5,999,physical
EXOSC7,EXOSC4,999,physical
EXOSC7,EXOSC3,999,physical
EXOSC7,EXOSC8,999,physical
EXOSC7,EXOSC2,999,physical
EXOSC7,DIS3,999,physical
SCAP,INSIG2,999,physical
GAL,GALR1,999,physical
GAL,GALR2,999,physical
ADAM22,LGI1,999,physical
DBF4,CDC7,999,physical
CDK6,CCND3,999,physical
CDK6,CDK4,999,physical
CDK6,CCND1,999,physical
CDK6,CDKN2A,999,physical
CDK6,CCND2,999,physical
CDK6,CDKN2C,999,physical
CDK6,CDKN2D,999,physical
PMS2,MLH1,999,physical
GET4,UBL4A,999,physical
GET4,BAG6,999,physical
MAPKAP1,MLST8,999,physical
MAPKAP1,RICTOR,999,physical
MAPKAP1,MTOR,999,physical
GTF2H1,ERCC2,999,physical
GTF2H1,GTF2H5,999,physical
GTF2H1,GTF2H2,999,physical
GTF2H1,GTF2H4,999,physical
GTF2H1,ERCC3,999,physical
GTF2H1,GTF2H3,999,physical
DAXX,ATRX,999,physical
PRPF6,SNRNP200,999,physical
PRPF6,PRPF3,999,physical
PRPF6,PRPF4,999,physical
PRPF6,PRPF31,999,physical
EIF2B2,EIF2B1,999,physical
EIF2B2,EIF2B4,999,physical
EIF2B2,EIF2B3,999,physical
EIF2B2,EIF2B5,999,physical
CACNA1C,CALM1,999,physical
NDUFA9,NDUFA6,999,physical
NDUFA9,NDUFS3,999,physical
NDUFA9,NDUFA10,999,physical
NDUFA9,NDUFS6,999,physical
NDUFA9,NDUFB6,999,physical
NDUFA9,NDUFB8,999,physical
NDUFA9,NDUFV1,999,physical
NDUFA9,NDUFA13,999,physical
NDUFA9,NDUFB9,999,physical
NDUFA9,NDUFS8,999,physical
NDUFA9,NDUFB10,999,physical
NDUFA9,NDUFS7,999,physical
NDUFA9,NDUFS2,999,physical
NDUFA9,NDUFV2,999,physical
NDUFA9,NDUFS1,999,physical
NDUFA9,NDUFS4,999,physical
KLRG1,CDH1,999,physical
CD27,CD70,999,physical
LGR5,RSPO1,999,physical
CPSF6,NUDT21,999,physical
SNRPF,SNRPD2,999,physical
SNRPF,SNRPE,999,physical
SNRPF,SNRPG,999,physical
CDK2,CCNE1,999,physical
CDK2,CKS1B,999,physical
CDK2,CCNA1,999,physical
CDK2,CCNA2,999,physical
CDK2,CCNE2,999,physical
CDK2,CDKN1B,999,physical
TARBP2,AGO2,999,physical
TARBP2,DICER1,999,physical
ITGB7,ITGA4,999,physical
ERBB3,EGFR,999,physical
ERBB3,ERBB2,999,physical
ERBB3,NRG1,999,physical
RB1,E2F1,999,physical
VPS33A,VPS11,999,physical
VPS33A,VPS16,999,physical
VPS33A,VPS39,999,physical
VPS33A,VPS18,999,physical
PXN,SRC,999,physical
PXN,VCL,999,physical
PXN,PARVA,999,physical
PXN,PTK2B,999,physical
TINF2,ACD,999,physical
TINF2,TERF2,999,physical
FANCM,FANCC,999,physical
FANCM,CENPS,999,physical
FANCM,FANCB,999,physical
FANCM,FANCG,999,physical
FANCM,FANCE,999,physical
FANCM,FANCA,999,physical
FANCM,FAAP24,999,physical
FANCM,CENPX,999,physical
FANCM,FANCL,999,physical
FANCM,FANCF,999,physical
FANCM,RMI1,999,physical
EMC4,EMC1,999,physical
EMC4,EMC2,999,physical
EMC4,EMC3,999,physical
SRP14,SRP19,999,physical
SRP14,SRP54,999,physical
SRP14,SRP68,999,physical
SRP14,SRP9,999,physical
SRP14,SRP72,999,physical
BBS4,BBS9,999,physical
BBS4,BBS5,999,physical
BBS4,TTC8,999,physical
BBS4,BBS2,999,physical
BBS4,BBS1,999,physical
BBS4,BBS7,999,physical
UQCRC2,UQCR10,999,physical
UQCRC2,UQCRC1,999,physical
UQCRC2,UQCRQ,999,physical
UQCRC2,UQCRB,999,physical
UQCRC2,UQCRFS1,999,physical
NDUFB10,NDUFA8,999,physical
NDUFB10,NDUFB11,999,physical
NDUFB10,NDUFB7,999,physical
NDUFB10,NDUFA9,999,physical
NDUFB10,NDUFB5,999,physical
NDUFB10,NDUFB8,999,physical
NDUFB10,NDUFB6,999,physical
NDUFB10,NDUFS6,999,physical
NDUFB10,NDUFB3,999,physical
NDUFB10,NDUFB9,999,physical
NDUFB10,NDUFA13,999,physical
NDUFB10,NDUFS1,999,physical
NDUFB10,NDUFB4,999,physical
NDUFB10,NDUFV2,999,physical
NDUFB10,NDUFS2,999,physical
NDUFB10,MT-ND4,999,physical
NCOR1,SIN3A,999,physical
NCOR1,RARA,999,physical
COPS3,COPS6,999,physical
COPS3,COPS2,999,physical
TP53,EP300,999,physical
TP53,CREBBP,999,physical
TP53,BCL2L1,999,physical
TP53,MDM2,999,physical
TP53,MDM4,999,physical
TP53,BCL2,999,physical
TP53,TP53BP2,999,physical
TP53,TP53BP1,999,physical
CBX4,BMI1,999,physical
ERBB2,EGFR,999,physical
ERBB2,ERBB3,999,physical
ERBB2,ERBB4,999,physical
IGFBP4,IGF1,999,physical
BCKDHA,BCKDHB,999,physical
SMG9,SMG1,999,physical
SMG9,SMG8,999,physical
IFNAR1,TYK2,999,physical
IFNAR1,IFNAR2,999,physical
IFNAR1,IFNA2,999,physical
DNMT3L,DNMT3A,999,physical
DNMT3L,DNMT3B,999,physical
SAE1,UBA2,999,physical
GEMIN7,GEMIN6,999,physical
GEMIN7,GEMIN8,999,physical
ECSIT,TRAF6,999,physical
PSMB6,PSMB5,999,physical
PSMB6,PSMA1,999,physical
PSMB6,PSMB7,999,physical
PSMB6,PSMA6,999,physical
PSMB6,PSMB4,999,physical
RPS11,RPS8,999,physical
IL22RA1,IL22,999,physical
IL22RA1,IL20RB,999,physical
PSMA5,PSMA2,999,physical
PSMA5,PSMB1,999,physical
PSMA5,PSMA6,999,physical
PSMA5,PSMB3,999,physical
NUF2,NDC80,999,physical
NUF2,SPC24,999,physical
SF3B4,SF3B5,999,physical
SF3B4,SF3B3,999,physical
SF3B4,SF3B1,999,physical
SF3B4,SF3A3,999,physical
SF3B4,SF3B2,999,physical
SF3B4,SF3B6,999,physical
SF3B4,PHF5A,999,physical
CGN,TJP1,999,physical
ABCG8,ABCG5,999,physical
RPS27A,UBA52,999,physical
VPS54,VPS53,999,physical
VPS54,VPS51,999,physical
VPS54,VPS52,999,physical
POLR2D,POLR2B,999,physical
POLR2D,POLR2G,999,physical
POLR2D,POLR2A,999,physical
POLR2D,POLR2C,999,physical
POLR2D,POLR2F,999,physical
ACKR3,CXCL12,999,physical
RAB5A,RABEP1,999,physical
RAB5A,PIK3C3,999,physical
RAB5A,EEA1,999,physical
RAB5A,RABGEF1,999,physical
ATP6V1A,ATP6V1B2,999,physical
ATP6V1A,ATP6V1F,999,physical
ATP6V1A,ATP6V1E1,999,physical
ATP6V1A,ATP6V0C,999,physical
ATP6V1A,ATP6V1D,999,physical
RNF7,CUL5,999,physical
RNF7,ELOB,999,physical
RNF7,ELOC,999,physical
FTH1,FTL,999,physical
NDUFS6,MT-ND5,999,physical
NDUFS6,NDUFA5,999,physical
NDUFS6,NDUFV1,999,physical
NDUFS6,NDUFB8,999,physical
NDUFS6,NDUFA2,999,physical
NDUFS6,NDUFB7,999,physical
NDUFS6,NDUFA9,999,physical
NDUFS6,NDUFA8,999,physical
NDUFS6,NDUFA12,999,physical
NDUFS6,NDUFA6,999,physical
NDUFS6,NDUFS3,999,physical
NDUFS6,NDUFA7,999,physical
NDUFS6,MT-ND2,999,physical
NDUFS6,NDUFS1,999,physical
NDUFS6,NDUFS4,999,physical
NDUFS6,NDUFV2,999,physical
NDUFS6,NDUFS2,999,physical
NDUFS6,NDUFB9,999,physical
NDUFS6,NDUFS8,999,physical
NDUFS6,NDUFB10,999,physical
NDUFS6,NDUFV3,999,physical
NDUFS6,NDUFA13,999,physical
NDUFS6,NDUFS7,999,physical
NDUFS6,NDUFB3,999,physical
SKP2,SKP1,999,physical
SKP2,CUL1,999,physical
SKP2,CKS1B,999,physical
SKP2,RBX1,999,physical
SKP2,CCNA2,999,physical
RASA1,HRAS,999,physical
RASA1,ARHGAP35,999,physical
GTF2H2,ERCC2,999,physical
GTF2H2,GTF2H1,999,physical
GTF2H2,GTF2H5,999,physical
GTF2H2,GTF2H4,999,physical
GTF2H2,ERCC3,999,physical
GTF2H2,GTF2H3,999,physical
NHP2,WRAP53,999,physical
NHP2,NOP10,999,physical
NHP2,DKC1,999,physical
GFRA3,ARTN,999,physical
GFRA3,RET,999,physical
EGFR,CBL,999,physical
EGFR,TGFA,999,physical
EGFR,EREG,999,physical
EGFR,GRB2,999,physical
EGFR,HBEGF,999,physical
EGFR,EPGN,999,physical
EGFR,ERBB3,999,physical
EGFR,ERBB2,999,physical
EGFR,EGF,999,physical
IGFBP1,IGF1,999,physical
CCT6A,CCT4,999,physical
CCT6A,CCT8,999,physical
CCT6A,CCT5,999,physical
CCT6A,CCT3,999,physical
CCT6A,CCT7,999,physical
CCT6A,CCT2,999,physical
CCT6A,TCP1,999,physical
NDUFB11,NDUFS2,999,physical
NDUFB11,NDUFB6,999,physical
NDUFB11,NDUFB5,999,physical
NDUFB11,NDUFB4,999,physical
NDUFB11,MT-ND5,999,physical
NDUFB11,MT-ND4,999,physical
NDUFB11,NDUFA10,999,physical
NDUFB11,NDUFA7,999,physical
NDUFB11,NDUFB9,999,physical
NDUFB11,NDUFB10,999,physical
NONO,PSPC1,999,physical
NONO,SFPQ,999,physical
UPF3B,UPF2,999,physical
UPF3B,MAGOH,999,physical
UPF3B,EIF4A3,999,physical
ATP6V1B2,ATP6V1F,999,physical
ATP6V1B2,ATP6V1D,999,physical
ATP6V1B2,ATP6V1E1,999,physical
ATP6V1B2,ATP6V1A,999,physical
TNFRSF10B,TNFSF10,999,physical
GINS4,CDC45,999,physical
GINS4,GINS1,999,physical
GINS4,GINS2,999,physical
GINS4,GINS3,999,physical
CRH,CRHR1,999,physical
NDUFB9,NDUFS7,999,physical
NDUFB9,NDUFB3,999,physical
NDUFB9,NDUFA13,999,physical
NDUFB9,NDUFB10,999,physical
NDUFB9,NDUFS8,999,physical
NDUFB9,NDUFS2,999,physical
NDUFB9,NDUFV2,999,physical
NDUFB9,NDUFS1,999,physical
NDUFB9,MT-ND4,999,physical
NDUFB9,NDUFA6,999,physical
NDUFB9,NDUFS3,999,physical
NDUFB9,NDUFB11,999,physical
NDUFB9,NDUFA8,999,physical
NDUFB9,NDUFA9,999,physical
NDUFB9,NDUFAB1,999,physical
NDUFB9,NDUFB7,999,physical
NDUFB9,NDUFB8,999,physical
NDUFB9,NDUFB5,999,physical
NDUFB9,MT-ND5,999,physical
NDUFB9,NDUFS6,999,physical
NTRK2,BDNF,999,physical
NTRK2,NTF4,999,physical
NRBF2,BECN1,999,physical
NRBF2,ATG14,999,physical
NRBF2,PIK3R4,999,physical
NRBF2,PIK3C3,999,physical
LRRC4C,NTNG1,999,physical
SSRP1,SUPT16H,999,physical
PAK1,CDC42,999,physical
RPS3,RPS2,999,physical
LAMTOR1,LAMTOR5,999,physical
LAMTOR1,LAMTOR2,999,physical
LAMTOR1,LAMTOR3,999,physical
LAMTOR1,LAMTOR4,999,physical
MTA2,HDAC1,999,physical
MTA2,RBBP7,999,physical
MTA2,RBBP4,999,physical
MTA2,CHD4,999,physical
MTA2,HDAC2,999,physical
PIGT,PIGK,999,physical
PIGT,GPAA1,999,physical
AIP,HSP90AB1,999,physical
