gene1,gene2
EARS2,METTL17
EARS2,MIPEP
EARS2,MRM2
EARS2,MRM3
EARS2,MRPL10
EARS2,MRPL12
EARS2,MRPL13
EARS2,MRPL14
EARS2,MRPL15
EARS2,MRPL16
EARS2,MRPL17
EARS2,MRPL18
EARS2,MRPL19
EARS2,MRPL2
EARS2,MRPL20
EARS2,MRPL21
EARS2,MRPL22
EARS2,MRPL23
EARS2,MRPL24
EARS2,MRPL28
EARS2,MRPL3
EARS2,MRPL30
EARS2,MRPL32
EARS2,MRPL33
EARS2,MRPL34
EARS2,MRPL35
EARS2,MRPL37
EARS2,MRPL38
EARS2,MRPL39
EARS2,MRPL4
EARS2,MRPL40
EARS2,MRPL41
EARS2,MRPL43
EARS2,MRPL44
EARS2,MRPL46
EARS2,MRPL47
EARS2,MRPL48
EARS2,MRPL49
EARS2,MRPL53
EARS2,MRPL55
EARS2,MRPL57
EARS2,MRPL9
EARS2,MRPS10
EARS2,MRPS11
EARS2,MRPS12
EARS2,MRPS14
EARS2,MRPS16
EARS2,MRPS17
EARS2,MRPS18B
EARS2,MRPS18C
EARS2,MRPS2
EARS2,MRPS21
EARS2,MRPS22
EARS2,MRPS23
EARS2,MRPS24
EARS2,MRPS25
EARS2,MRPS26
EARS2,MRPS27
EARS2,MRPS28
EARS2,MRPS34
EARS2,MRPS35
EARS2,MRPS5
EARS2,MRPS6
EARS2,MRPS7
EARS2,MRPS9
EARS2,MTERF3
EARS2,MTERF4
EARS2,MTG1
EARS2,MTG2
EARS2,MTPAP
EARS2,NARS2
EARS2,NDUFA1
EARS2,NDUFA10
EARS2,NDUFA11
EARS2,NDUFA2
EARS2,NDUFA6
EARS2,NDUFA8
EARS2,NDUFAF1
EARS2,NDUFAF3
EARS2,NDUFAF5
EARS2,NDUFAF7
EARS2,NDUFB10
EARS2,NDUFB11
EARS2,NDUFB2
EARS2,NDUFB3
EARS2,NDUFB4
EARS2,NDUFB6
EARS2,NDUFB7
EARS2,NDUFB8
EARS2,NDUFB9
EARS2,NDUFC1
EARS2,NDUFC2
EARS2,NDUFS1
EARS2,NDUFS2
EARS2,NDUFS5
EARS2,NDUFS8
EARS2,NDUFV2
EARS2,NGRN
EARS2,NSUN4
EARS2,OXSM
EARS2,PARS2
EARS2,PDSS2
EARS2,PET117
EARS2,PNPT1
EARS2,POLG
EARS2,POLG2
EARS2,POLRMT
EARS2,PPA2
EARS2,PRORP
EARS2,PTCD1
EARS2,PTCD3
EARS2,QRSL1
EARS2,RARS2
EARS2,RBFA
EARS2,RCC1L
EARS2,RPUSD4
EARS2,RTN4IP1
EARS2,SARS2
EARS2,SCO1
EARS2,SCO2
EARS2,SLC25A26
EARS2,SSBP1
EARS2,SUPV3L1
EARS2,TARS2
EARS2,TFAM
EARS2,TFB1M
EARS2,TFB2M
EARS2,TIMMDC1
EARS2,TRMT10C
EARS2,TRUB2
EARS2,TWNK
EARS2,UQCRB
EARS2,UQCRC1
EARS2,UQCRC2
EARS2,UQCRFS1
EARS2,VARS2
EARS2,WARS2
EARS2,YARS2
EARS2,YBEY
EBF1,PAX5
ECSCR,FAM180B
ECSCR,FBRS
ECSCR,GABRR3
ECSCR,HMCN2
ECSCR,INPP5D
ECSCR,MINDY4B
ECSCR,NLRC3
ECSCR,OOSP3
ECSCR,OVCH2
ECSCR,POLDIP2
ECSCR,PRR20G
ECSCR,SARM1
ECSCR,SHOX
ECSCR,SLC38A3
ECSCR,SPACA6
ECSCR,SPEM3
ECSCR,TRAPPC2
ECSCR,TRIM48
ECSCR,TSPAN10
ECSCR,UNC93B1
ECSIT,FASTKD5
ECSIT,FOXRED1
ECSIT,GATB
ECSIT,GRSF1
ECSIT,GTPBP8
ECSIT,HCCS
ECSIT,IBA57
ECSIT,ISCA2
ECSIT,LRPPRC
ECSIT,MRM3
ECSIT,MRPL17
ECSIT,MRPL20
ECSIT,MRPL21
ECSIT,MRPL23
ECSIT,MRPL41
ECSIT,MRPL46
ECSIT,MRPL47
ECSIT,MRPS16
ECSIT,MRPS17
ECSIT,MRPS18B
ECSIT,MRPS24
ECSIT,MRPS25
ECSIT,MRPS6
ECSIT,MTG1
ECSIT,MTG2
ECSIT,NARS2
ECSIT,NDUFA1
ECSIT,NDUFA10
ECSIT,NDUFA11
ECSIT,NDUFA2
ECSIT,NDUFA3
ECSIT,NDUFA6
ECSIT,NDUFA8
ECSIT,NDUFA9
ECSIT,NDUFAF1
ECSIT,NDUFAF3
ECSIT,NDUFAF4
ECSIT,NDUFAF7
ECSIT,NDUFB10
ECSIT,NDUFB11
ECSIT,NDUFB2
ECSIT,NDUFB3
ECSIT,NDUFB4
ECSIT,NDUFB5
ECSIT,NDUFB6
ECSIT,NDUFB7
ECSIT,NDUFB8
ECSIT,NDUFB9
ECSIT,NDUFC1
ECSIT,NDUFC2
ECSIT,NDUFS1
ECSIT,NDUFS2
ECSIT,NDUFS5
ECSIT,NDUFS7
ECSIT,NDUFS8
ECSIT,NDUFV1
ECSIT,NDUFV2
ECSIT,NUBPL
ECSIT,PET117
ECSIT,QRSL1
ECSIT,RTN4IP1
ECSIT,TFB1M
ECSIT,TIMMDC1
ECSIT,TRUB2
ECSIT,UQCRC1
ECSIT,UQCRC2
EDDM13,EIF2S3B
EDDM13,EZHIP
EDDM13,GMCL2
EDDM13,GNG14
EDDM13,GPHB5
EDDM13,GRIP2
EDDM13,GVQW3
EDDM13,INAFM2
EDDM13,IQANK1
EDDM13,JRK
EDDM13,KCP
EDDM13,KIAA0040
EDDM13,KRT17
EDDM13,KRTAP20-4
EDDM13,LOC101059915
EDDM13,LOC102723971
EDDM13,LOC112267897
EDDM13,MAP4K5
EDDM13,MAPK8IP2
EDDM13,MINDY4B
EDDM13,MISP3
EDDM13,MMP12
EDDM13,MYOCOS
EDDM13,NEURL3
EDDM13,NFILZ
EDDM13,OBP2B
EDDM13,OR4C5
EDDM13,OR4E1
EDDM13,PAGE3
EDDM13,PAPOLB
EDDM13,PCSK6
EDDM13,PRB3
EDDM13,PRM3
EDDM13,PRSS56
EDDM13,REELD1
EDDM13,RIBC2
EDDM13,RNF187
EDDM13,RYK
EDDM13,S100A7A
EDDM13,SAA2
EDDM13,SH2B2
EDDM13,SMIM31
EDDM13,SMIM32
EDDM13,SPAAR
EDDM13,SUPT20HL2
EDDM13,SYN2
EDDM13,TEX13A
EDDM13,TMEM271
EDDM13,TMEM275
EDDM13,WNK2
EDDM13,ZC3H12D
EDDM13,ZDHHC11B
EDDM13,ZNF385C
EDDM13,ZNF516
EDDM13,ZNF717
EDDM13,ZNF718
EED,EZH2
EED,SUZ12
EEFSEC,GPX4
EEFSEC,PSTK
EEFSEC,SEPHS2
EEFSEC,SEPSECS
EFCAB10,GTPBP6
EFCAB10,HIGD2B
EFCAB10,POLDIP2
EFCAB10,TMEM225B
EFCAB10,TTLL8
EFCAB10,TXNRD3
EFCAB10,UQCRHL
EFCAB10,ZAN
EFL1,SBDS
EHMT1,EHMT2
EI24,EZHIP
EI24,FIGNL2
EI24,FOXD1
EI24,GLYATL1B
EI24,GMCL2
EI24,GOLGA6L2
EI24,GPHB5
EI24,GRIP2
EI24,GSG1L2
EI24,HSH2D
EI24,INAFM2
EI24,KCP
EI24,KIAA0040
EI24,KLF18
EI24,KRTAP1-3
EI24,KRTAP5-8
EI24,LEUTX
EI24,LOC102723971
EI24,LOC730098
EI24,LRRC74B
EI24,LYPD8
EI24,MAGEL2
EI24,MAPK8IP2
EI24,MGAM2
EI24,MISP3
EI24,MYOCOS
EI24,MYORG
EI24,NEURL3
EI24,NUDT18
EI24,OPLAH
EI24,OR10D3
EI24,OR14A2
EI24,OR2J1
EI24,OR4C5
EI24,OR51F1
EI24,P3R3URF
EI24,PCDH11Y
EI24,PECAM1
EI24,PERM1
EI24,PKD1L3
EI24,PLET1
EI24,PPP1R2B
EI24,PRR36
EI24,PRSS41
EI24,RAB44
EI24,RECQL4
EI24,RHBG
EI24,RIBC2
EI24,RNF187
EI24,S100A7A
EI24,SBK3
EI24,SH2B2
EI24,SHISA8
EI24,SMIM32
EI24,SMIM33
EI24,SMIM38
EI24,SPDYE3
EI24,SRD5A2
EI24,TDRD15
EI24,TERF1
EI24,TEX50
EI24,TEX52
EI24,TMEM271
EI24,TMEM272
EI24,TMEM275
EI24,TVP23C
EI24,UBTFL1
EI24,WNK2
EI24,ZNF738
EI24,ZSCAN26
EIF2AK4,GCN1
EIF2S3B,EZHIP
EIF2S3B,FOXD1
EIF2S3B,GLYATL1B
EIF2S3B,GMCL2
EIF2S3B,GRIP2
EIF2S3B,GVQW3
EIF2S3B,HSH2D
EIF2S3B,IQANK1
EIF2S3B,JRK
EIF2S3B,KCP
EIF2S3B,KIAA0040
EIF2S3B,KRBA1
EIF2S3B,KRTAP1-3
EIF2S3B,KRTAP20-4
EIF2S3B,LOC102723971
EIF2S3B,LOC112267897
EIF2S3B,LOC389895
EIF2S3B,MAP4K5
EIF2S3B,MYO15B
EIF2S3B,MYOCOS
EIF2S3B,NCAM1
EIF2S3B,NCBP2L
EIF2S3B,NEURL3
EIF2S3B,OR14K1
EIF2S3B,OR4C5
EIF2S3B,OR56A5
EIF2S3B,OR8G1
EIF2S3B,P3R3URF
EIF2S3B,PAPOLB
EIF2S3B,PCDHGB5
EIF2S3B,PCSK6
EIF2S3B,PECAM1
EIF2S3B,PIEZO2
EIF2S3B,PKD1L3
EIF2S3B,PLA2G2C
EIF2S3B,PLCD3
EIF2S3B,PRR36
EIF2S3B,PRSS56
EIF2S3B,RNF187
EIF2S3B,S100A7A
EIF2S3B,SHANK2
EIF2S3B,SMIM10L2B
EIF2S3B,SMIM27
EIF2S3B,SMIM33
EIF2S3B,SPAAR
EIF2S3B,SPADH
EIF2S3B,SUPT20HL2
EIF2S3B,SVOP
EIF2S3B,SYN2
EIF2S3B,SYNM
EIF2S3B,TERF1
EIF2S3B,TEX13A
EIF2S3B,TMEM271
EIF2S3B,TMEM275
EIF2S3B,TTC6
EIF2S3B,UMAD1
EIF2S3B,USO1
EIF2S3B,VPS11
EIF2S3B,WDR64
EIF2S3B,ZFTA
EIF2S3B,ZNF516
EIF2S3B,ZNF518A
EIF2S3B,ZNF717
EIF2S3B,ZNF718
EIF2S3B,ZSCAN5C
EIF4E2,GIGYF2
EIPR1,VPS52
ELMO2,FERMT2
ELMO2,ITGAV
ELMO2,ITGB5
ELMO2,PTK2
ELP1,ELP2
ELP1,ELP3
ELP1,ELP5
ELP1,ELP6
ELP1,KTI12
ELP1,NR2C2AP
ELP2,ELP3
ELP2,ELP5
ELP2,ELP6
ELP2,KTI12
ELP2,NR2C2AP
ELP3,ELP5
ELP3,ELP6
ELP3,KTI12
ELP3,URM1
ELP5,ELP6
ELP5,KTI12
ELP5,NR2C2AP
ELP6,MOCS3
ELP6,NR2C2AP
ELP6,URM1
EMC1,EMC2
EMC1,EMC3
EMC1,EMC4
EMC1,EMC6
EMC1,EMC7
EMC1,MMGT1
EMC2,EMC3
EMC2,EMC4
EMC2,EMC6
EMC2,EMC7
EMC2,MMGT1
EMC3,EMC4
EMC3,EMC6
EMC3,EMC7
EMC3,MMGT1
EMC4,EMC6
EMC4,EMC7
EMC4,MMGT1
EMC6,EMC7
EMC6,MMGT1
EMC7,MMGT1
EMG1,IQANK1
EMG1,PGAM1
EMG1,SEPTIN7
EMG1,SMIM10L1
EMG1,TRIM48
EMG1,UHRF1
EMSY,PHF12
EMSY,SIN3B
ENO1,PGK1
ENO1,PKM
ENO4,FAM228B
ENO4,NLRP2B
ENO4,SH3RF3
ENO4,SPPL2B
ERAL1,FARS2
ERAL1,FASTKD5
ERAL1,FOXRED1
ERAL1,GADD45GIP1
ERAL1,GATB
ERAL1,GATC
ERAL1,GFM1
ERAL1,GFM2
ERAL1,GTPBP10
ERAL1,GTPBP8
ERAL1,HARS2
ERAL1,HCCS
ERAL1,HSD17B10
ERAL1,IBA57
ERAL1,LARS2
ERAL1,LRPPRC
ERAL1,MALSU1
ERAL1,MARS2
ERAL1,MCAT
ERAL1,METTL17
ERAL1,MIPEP
ERAL1,MRPL10
ERAL1,MRPL12
ERAL1,MRPL13
ERAL1,MRPL15
ERAL1,MRPL16
ERAL1,MRPL17
ERAL1,MRPL18
ERAL1,MRPL2
ERAL1,MRPL20
ERAL1,MRPL21
ERAL1,MRPL22
ERAL1,MRPL23
ERAL1,MRPL28
ERAL1,MRPL32
ERAL1,MRPL33
ERAL1,MRPL34
ERAL1,MRPL38
ERAL1,MRPL39
ERAL1,MRPL4
ERAL1,MRPL40
ERAL1,MRPL41
ERAL1,MRPL43
ERAL1,MRPL44
ERAL1,MRPL46
ERAL1,MRPL47
ERAL1,MRPL48
ERAL1,MRPL49
ERAL1,MRPL53
ERAL1,MRPL55
ERAL1,MRPL57
ERAL1,MRPL9
ERAL1,MRPS11
ERAL1,MRPS12
ERAL1,MRPS14
ERAL1,MRPS16
ERAL1,MRPS17
ERAL1,MRPS18A
ERAL1,MRPS18B
ERAL1,MRPS2
ERAL1,MRPS22
ERAL1,MRPS23
ERAL1,MRPS24
ERAL1,MRPS25
ERAL1,MRPS26
ERAL1,MRPS27
ERAL1,MRPS28
ERAL1,MRPS30
ERAL1,MRPS33
ERAL1,MRPS34
ERAL1,MRPS5
ERAL1,MRPS6
ERAL1,MRPS7
ERAL1,MRPS9
ERAL1,MTG1
ERAL1,MTG2
ERAL1,NARS2
ERAL1,NDUFA1
ERAL1,NDUFC1
ERAL1,NGRN
ERAL1,NSUN4
ERAL1,PET117
ERAL1,POLG
ERAL1,POLG2
ERAL1,POLRMT
ERAL1,PRORP
ERAL1,PTCD1
ERAL1,PTCD3
ERAL1,QRSL1
ERAL1,RARS2
ERAL1,RPUSD4
ERAL1,SARS2
ERAL1,SCO1
ERAL1,SCO2
ERAL1,SLC25A26
ERAL1,SSBP1
ERAL1,TARS2
ERAL1,TFAM
ERAL1,TFB1M
ERAL1,TFB2M
ERAL1,TIMMDC1
ERAL1,TRMT10C
ERAL1,TRUB2
ERAL1,TWNK
ERAL1,UQCRC1
ERAL1,UQCRC2
ERAL1,VARS2
ERAL1,WARS2
ERAL1,YARS2
ERBB2,ERBB3
ERFE,IQCM
ERFE,KCNJ12
ERFE,LOC112694756
ERFE,MAL2
ERFE,SH3RF3
ERFE,SPATA31C2
ERFE,TEX48
ERFE,ZNF723
ERFL,ERICH2
ERFL,EXOC1L
ERFL,FOXD1
ERFL,GLYATL1B
ERFL,HSH2D
ERFL,KLF18
ERFL,KRBA1
ERFL,LY6L
ERFL,MALRD1
ERFL,MAP3K15
ERFL,MS4A4E
ERFL,MYMX
ERFL,MYO15B
ERFL,NAIP
ERFL,NBDY
ERFL,NCBP2AS2
ERFL,NCBP2L
ERFL,OR51F1
ERFL,OR56A5
ERFL,OTOGL
ERFL,PABPC4L
ERFL,PARG
ERFL,PECAM1
ERFL,PHACTR1
ERFL,PIEZO2
ERFL,PKD1L3
ERFL,PLCXD1
ERFL,PLET1
ERFL,PRAMEF17
ERFL,PTPRQ
ERFL,PYDC5
ERFL,RHBG
ERFL,RPL34
ERFL,SEMA3B
ERFL,SHANK2
ERFL,SLC25A6
ERFL,SMIM26
ERFL,SPATA1
ERFL,SPDYE3
ERFL,SPON1
ERFL,SVOP
ERFL,TERF1
ERFL,TRIM64C
ERFL,TTC6
ERFL,UMAD1
ERFL,VPS11
ERFL,WDR64
ERFL,ZCCHC8
ERFL,ZNF518A
ERFL,ZNF678
ERFL,ZSCAN12
ERFL,ZSCAN26
ERICH2,EXOC1L
ERICH2,FOXD1
ERICH2,GLYATL1B
ERICH2,HSH2D
ERICH2,IZUMO1R
ERICH2,KRBA1
ERICH2,KRTAP20-4
ERICH2,LRRC9
ERICH2,MROH2A
ERICH2,MYO15B
ERICH2,NBDY
ERICH2,NCBP2AS2
ERICH2,NCBP2L
ERICH2,OR4C5
ERICH2,OR56A5
ERICH2,OTOGL
ERICH2,OVCH1
ERICH2,PAGE3
ERICH2,PARG
ERICH2,PCNX4
ERICH2,PECAM1
ERICH2,PHACTR1
ERICH2,PIEZO2
ERICH2,PPP2R3B
ERICH2,PRIM2
ERICH2,PRR36
ERICH2,RAB44
ERICH2,RPL34
ERICH2,SEMA3B
ERICH2,SHANK2
ERICH2,SHLD3
ERICH2,SLC22A24
ERICH2,SMIM10L2B
ERICH2,SPADH
ERICH2,SPATA1
ERICH2,SPON1
ERICH2,SVOP
ERICH2,TDRD15
ERICH2,TERF1
ERICH2,TRIL
ERICH2,TTC6
ERICH2,UMAD1
ERICH2,WDR64
ERICH2,ZNF274
ERVH48-1,KCNJ12
ERVH48-1,KRTAP6-3
ERVH48-1,PROSER3
ERVH48-1,SPPL2B
ETDC,GPR33
ETDC,KIZ
ETDC,LYPD8
ETDC,NKX1-1
ETDC,NR2E3
ETDC,SLC25A6
ETDC,SUPT20HL2
ETDC,USO1
EXOC1L,FOXD1
EXOC1L,FOXI3
EXOC1L,GLYATL1B
EXOC1L,HECTD4
EXOC1L,HSH2D
EXOC1L,KLF18
EXOC1L,KRBA1
EXOC1L,KRTAP1-3
EXOC1L,LOC389895
EXOC1L,LRRC9
EXOC1L,LY6L
EXOC1L,MALRD1
EXOC1L,MAP3K14
EXOC1L,MAP3K15
EXOC1L,MAP4K5
EXOC1L,MYMX
EXOC1L,MYO15B
EXOC1L,NAIP
EXOC1L,NBDY
EXOC1L,NCBP2L
EXOC1L,NR2E3
EXOC1L,OR4C5
EXOC1L,OR51F1
EXOC1L,OTOGL
EXOC1L,OVCH1
EXOC1L,PABPC4L
EXOC1L,PADI6
EXOC1L,PAPOLB
EXOC1L,PARG
EXOC1L,PCNX4
EXOC1L,PECAM1
EXOC1L,PHACTR1
EXOC1L,PIEZO2
EXOC1L,PKD1L3
EXOC1L,PLCXD1
EXOC1L,PRAMEF17
EXOC1L,PRSS41
EXOC1L,PTPRQ
EXOC1L,PYDC5
EXOC1L,RHBG
EXOC1L,RIOX1
EXOC1L,RPL34
EXOC1L,SELENOF
EXOC1L,SEMA3B
EXOC1L,SHANK2
EXOC1L,SMAD5
EXOC1L,SMIM10L2B
EXOC1L,SMIM26
EXOC1L,SPATA1
EXOC1L,SPDYE3
EXOC1L,SPON1
EXOC1L,SUPT20HL1
EXOC1L,SVOP
EXOC1L,TDRD15
EXOC1L,TERF1
EXOC1L,TEX52
EXOC1L,THSD7B
EXOC1L,TMEM132C
EXOC1L,TRIM66
EXOC1L,TTC6
EXOC1L,UMAD1
EXOC1L,VPS11
EXOC1L,WDR64
EXOC1L,XNDC1N
EXOC1L,ZCCHC8
EXOC1L,ZNF518A
EXOC1L,ZNF678
EXOC1L,ZNF738
EXOC1L,ZSCAN12
EXOC1L,ZSCAN26
EXT1,EXT2
EXT1,EXTL3
EXT1,SLC35B2
EXT2,EXTL3
EXT2,SLC35B2
EXTL3,SLC35B2
EZH2,SUZ12
EZHIP,FAM237A
EZHIP,FOXD1
EZHIP,FOXI3
EZHIP,GJE1
EZHIP,GLYATL1B
EZHIP,GMCL2
EZHIP,GPHB5
EZHIP,GRIP2
EZHIP,GSG1L2
EZHIP,GVQW3
EZHIP,HSH2D
EZHIP,INAFM2
EZHIP,IQANK1
EZHIP,IQCA1L
EZHIP,KCP
EZHIP,KIAA0040
EZHIP,KLF18
EZHIP,KRBA1
EZHIP,KRTAP1-3
EZHIP,LEUTX
EZHIP,LOC101059915
EZHIP,LOC102723971
EZHIP,LOC112267897
EZHIP,LRRC74B
EZHIP,LTBP4
EZHIP,MAPK8IP2
EZHIP,MEIOSIN
EZHIP,MGAM2
EZHIP,MINDY4B
EZHIP,MISP3
EZHIP,MROH2A
EZHIP,MUC13
EZHIP,MYO15B
EZHIP,MYOCOS
EZHIP,MYORG
EZHIP,NEURL3
EZHIP,NUDT18
EZHIP,OOSP3
EZHIP,OPLAH
EZHIP,OR14A2
EZHIP,OR4C5
EZHIP,OR4E1
EZHIP,P3R3URF
EZHIP,PAGE3
EZHIP,PCDH11Y
EZHIP,PCSK6
EZHIP,PECAM1
EZHIP,PPP1R2B
EZHIP,PPP4R3C
EZHIP,PRB3
EZHIP,PRR36
EZHIP,PRSS56
EZHIP,RAB44
EZHIP,REELD1
EZHIP,RHBG
EZHIP,RIBC2
EZHIP,RNF187
EZHIP,RPL34
EZHIP,RYK
EZHIP,S100A7A
EZHIP,SBK3
EZHIP,SELENOF
EZHIP,SH2B2
EZHIP,SLC35G4
EZHIP,SMIM32
EZHIP,SMIM33
EZHIP,SPADH
EZHIP,SRD5A2
EZHIP,SRGAP2
EZHIP,SUPT20HL2
EZHIP,SVOP
EZHIP,TERF1
EZHIP,TEX13A
EZHIP,TEX13D
EZHIP,TEX50
EZHIP,TEX52
EZHIP,TMEM269
EZHIP,TMEM271
EZHIP,TMEM272
EZHIP,TMEM275
EZHIP,TTC6
EZHIP,UMAD1
EZHIP,USP17L7
EZHIP,WNK2
EZHIP,XKR5
EZHIP,ZC3H12D
EZHIP,ZDHHC11B
EZHIP,ZFTA
EZHIP,ZNF316
EZHIP,ZNF431
EZHIP,ZNF516
EZHIP,ZNF717
EZHIP,ZSCAN26
EZHIP,ZSWIM9
FAAP100,FANCA
FAAP100,FANCC
FAAP100,FANCD2
FAAP100,FANCF
FAAP100,FANCG
FAAP100,FANCI
FAAP100,FANCL
FAAP24,FANCM
FAM180B,HMCN2
FAM180B,LOC114841035
FAM180B,NLRC3
FAM180B,OVOL3
FAM180B,POLDIP2
FAM180B,PROSER3
FAM180B,SPEM3
FAM180B,UQCRHL
FAM187A,KRT17
FAM187A,MYOCOS
FAM187A,PLCD3
FAM187A,RNF227
FAM187A,USP17L7
FAM187A,ZNF888
FAM205C,GIMD1
FAM205C,GSTT4
FAM205C,H2BK1
FAM205C,HIGD2B
FAM205C,MARCOL
FAM205C,MSANTD5
FAM205C,PROSER3
FAM205C,PRR20G
FAM205C,SERPINB11
FAM205C,TEX48
FAM205C,TXNRD3
FAM205C,ZNF735
FAM227A,GPHB5
FAM227A,GRK1
FAM227A,HMCN2
FAM227A,JRK
FAM227A,LTBP4
FAM227A,MAP3K14
FAM227A,MAP4K5
FAM227A,MDFIC2
FAM227A,MINDY4B
FAM227A,NUDT4
FAM227A,OR14A2
FAM227A,OR4E1
FAM227A,PYDC5
FAM227A,RHBG
FAM227A,SUPT20HL1
FAM227A,USO1
FAM227A,ZCCHC8
FAM227A,ZDHHC11B
FAM228B,GIMD1
FAM228B,GNG14
FAM228B,LBHD2
FAM228B,MEIKIN
FAM228B,MMP12
FAM228B,OR2AJ1
FAM228B,OR52E5
FAM228B,OR6J1
FAM228B,SH3RF3
FAM228B,SPPL2B
FAM228B,TEX28
FAM228B,TEX51
FAM228B,TLE7
FAM228B,TMEM114
FAM228B,ZNF525
FAM228B,ZNF723
FAM237A,FBRS
FAM237A,FER1L5
FAM237A,GRIP2
FAM237A,GSG1L2
FAM237A,HEATR5A
FAM237A,INAFM2
FAM237A,IQCA1L
FAM237A,LEUTX
FAM237A,LOC101059915
FAM237A,LOC102723971
FAM237A,LRRC74B
FAM237A,MUC13
FAM237A,OOSP3
FAM237A,OPLAH
FAM237A,PERM1
FAM237A,PPP1R2B
FAM237A,PPP4R3C
FAM237A,SLC35G4
FAM237A,SRD5A2
FAM237A,SRGAP2
FAM237A,TEX13A
FAM237A,TEX13D
FAM237A,TEX50
FAM237A,TMEM275
FAM237A,TUBB8
FAM237A,ZNF316
FAM237A,ZNF431
FAM240A,FOXD1
FAM240A,IQCA1L
FAM240A,ITIH5
FAM240A,IZUMO1R
FAM240A,KRTAP1-3
FAM240A,MALRD1
FAM240A,MEIOSIN
FAM240A,MGAM2
FAM240A,MISFA
FAM240A,MYMX
FAM240A,MYRFL
FAM240A,NBDY
FAM240A,NKX1-1
FAM240A,NPIPB11
FAM240A,OR14K1
FAM240A,OR2J1
FAM240A,OR51F1
FAM240A,OVCH1
FAM240A,P3R3URF
FAM240A,PADI6
FAM240A,PCNX4
FAM240A,PHACTR1
FAM240A,PLA2G2C
FAM240A,PLCXD1
FAM240A,PLET1
FAM240A,PPP1R2C
FAM240A,PRAC2
FAM240A,PRR36
FAM240A,PRSS2
FAM240A,PRSS41
FAM240A,RAB44
FAM240A,RASSF10
FAM240A,RIBC2
FAM240A,RNF227
FAM240A,SH2B2
FAM240A,SLC22A24
FAM240A,SLC35F4
FAM240A,SMAD5
FAM240A,SMIM10L2B
FAM240A,SMIM23
FAM240A,SMIM26
FAM240A,SMIM28
FAM240A,SMIM33
FAM240A,SPATA1
FAM240A,SPDYE3
FAM240A,SRSF8
FAM240A,TDRD15
FAM240A,TERF1
FAM240A,TEX13C
FAM240A,TEX52
FAM240A,TMEM132C
FAM240A,TMEM272
FAM240A,UBTFL1
FAM240A,XKR5
FAM240A,XNDC1N
FAM240A,ZNF275
FAM240A,ZNF525
FAM240A,ZNF678
FANCA,FANCB
FANCA,FANCC
FANCA,FANCD2
FANCA,FANCE
FANCA,FANCF
FANCA,FANCG
FANCA,FANCI
FANCA,FANCL
FANCB,FANCD2
FANCB,FANCI
FANCB,FANCL
FANCB,UBE2T
FANCC,FANCF
FANCC,FANCG
FANCC,FANCI
FANCC,FANCL
FANCD2,FANCI
FANCD2,FANCL
FANCD2,RFWD3
FANCD2,UBE2T
FANCF,FANCG
FANCF,FANCL
FANCF,FANCM
FANCG,FANCL
FANCI,FANCL
FANCI,RFWD3
FANCI,UBE2T
FANCL,UBE2T
FARS2,FASTKD5
FARS2,FOXRED1
FARS2,GADD45GIP1
FARS2,GATB
FARS2,GATC
FARS2,GFM1
FARS2,GFM2
FARS2,GRSF1
FARS2,GTPBP10
FARS2,GTPBP8
FARS2,HARS2
FARS2,HCCS
FARS2,HSD17B10
FARS2,IBA57
FARS2,ISCA2
FARS2,LARS2
FARS2,LRPPRC
FARS2,MALSU1
FARS2,MARS2
FARS2,MCAT
FARS2,MIPEP
FARS2,MRM2
FARS2,MRM3
FARS2,MRPL10
FARS2,MRPL12
FARS2,MRPL13
FARS2,MRPL14
FARS2,MRPL15
FARS2,MRPL16
FARS2,MRPL17
FARS2,MRPL18
FARS2,MRPL19
FARS2,MRPL2
FARS2,MRPL20
FARS2,MRPL21
FARS2,MRPL22
FARS2,MRPL23
FARS2,MRPL24
FARS2,MRPL28
FARS2,MRPL3
FARS2,MRPL30
FARS2,MRPL32
FARS2,MRPL33
FARS2,MRPL34
FARS2,MRPL35
FARS2,MRPL36
FARS2,MRPL37
FARS2,MRPL38
FARS2,MRPL39
FARS2,MRPL4
FARS2,MRPL40
FARS2,MRPL41
FARS2,MRPL43
FARS2,MRPL44
FARS2,MRPL46
FARS2,MRPL47
FARS2,MRPL48
FARS2,MRPL49
FARS2,MRPL51
FARS2,MRPL53
FARS2,MRPL54
FARS2,MRPL55
FARS2,MRPL57
FARS2,MRPL9
FARS2,MRPS10
FARS2,MRPS11
FARS2,MRPS12
FARS2,MRPS14
FARS2,MRPS16
FARS2,MRPS17
FARS2,MRPS18A
FARS2,MRPS18B
FARS2,MRPS18C
FARS2,MRPS2
FARS2,MRPS21
FARS2,MRPS22
FARS2,MRPS23
FARS2,MRPS24
FARS2,MRPS25
FARS2,MRPS26
FARS2,MRPS27
FARS2,MRPS28
FARS2,MRPS30
FARS2,MRPS33
FARS2,MRPS34
FARS2,MRPS35
FARS2,MRPS5
FARS2,MRPS6
FARS2,MRPS7
FARS2,MRPS9
FARS2,MTERF3
FARS2,MTERF4
FARS2,MTG1
FARS2,MTG2
FARS2,MTPAP
FARS2,NARS2
FARS2,NDUFA1
FARS2,NDUFA10
FARS2,NDUFA2
FARS2,NDUFA6
FARS2,NDUFA8
FARS2,NDUFB10
FARS2,NDUFB11
FARS2,NDUFB2
FARS2,NDUFB6
FARS2,NDUFB7
FARS2,NDUFB8
